State	PresidentialCandidate	Electoral Vote	Popular Vote	Year	PoliticalParty
Connecticut	Alfred Landon	0	278,685	1936.0	Republican
Connecticut	Other (+)	0	29,909	1936.0	 - 
Delaware	Franklin Roosevelt	3	69,702	1936.0	Democratic
Delaware	Alfred Landon	0	57,236	1936.0	Republican
Delaware	Other (+)	0	665	1936.0	 - 
Florida	Franklin Roosevelt	7	249,117	1936.0	Democratic
Florida	Alfred Landon	0	78,248	1936.0	Republican
Florida	Other (+)	0	67	1936.0	 - 
Georgia	Franklin Roosevelt	12	255,364	1936.0	Democratic
Georgia	Alfred Landon	0	36,942	1936.0	Republican
Georgia	Other (+)	0	872	1936.0	 - 
Idaho	Franklin Roosevelt	4	125,683	1936.0	Democratic
Idaho	Alfred Landon	0	66,256	1936.0	Republican
Idaho	Other (+)	0	7,678	1936.0	 - 
Illinois	Franklin Roosevelt	29	2,282,999	1936.0	Democratic
Illinois	Alfred Landon	0	1,570,393	1936.0	Republican
Illinois	Other (+)	0	103,130	1936.0	 - 
Indiana	Franklin Roosevelt	14	934,974	1936.0	Democratic
Indiana	Alfred Landon	0	691,570	1936.0	Republican
Indiana	Other (+)	0	24,353	1936.0	 - 
Iowa	Franklin Roosevelt	11	621,756	1936.0	Democratic
Iowa	Alfred Landon	0	487,977	1936.0	Republican
Iowa	Other (+)	0	33,000	1936.0	 - 
Kansas	Franklin Roosevelt	9	464,520	1936.0	Democratic
Kansas	Alfred Landon	0	397,727	1936.0	Republican
Kansas	Other (+)	0	3,267	1936.0	 - 
Kentucky	Franklin Roosevelt	11	541,944	1936.0	Democratic
Kentucky	Alfred Landon	0	369,702	1936.0	Republican
Kentucky	Other (+)	0	14,560	1936.0	 - 
Louisiana	Franklin Roosevelt	10	292,894	1936.0	Democratic
Louisiana	Alfred Landon	0	36,791	1936.0	Republican
Louisiana	Other (+)	0	93	1936.0	 - 
Maine	Franklin Roosevelt	0	126,333	1936.0	Democratic
Maine	Alfred Landon	5	168,823	1936.0	Republican
Maine	Other (+)	0	9,084	1936.0	 - 
Maryland	Franklin Roosevelt	8	389,612	1936.0	Democratic
Maryland	Alfred Landon	0	231,435	1936.0	Republican
Maryland	Other (+)	0	3,849	1936.0	 - 
Massachusetts	Franklin Roosevelt	17	942,716	1936.0	Democratic
Massachusetts	Alfred Landon	0	768,613	1936.0	Republican
Massachusetts	Other (+)	0	129,028	1936.0	 - 
Michigan	Franklin Roosevelt	19	1,016,794	1936.0	Democratic
Michigan	Alfred Landon	0	699,733	1936.0	Republican
Michigan	Other (+)	0	88,571	1936.0	 - 
Minnesota	Franklin Roosevelt	11	698,811	1936.0	Democratic
Minnesota	Alfred Landon	0	350,461	1936.0	Republican
Minnesota	Other (+)	0	80,703	1936.0	 - 
Mississippi	Franklin Roosevelt	9	157,333	1936.0	Democratic
Mississippi	Alfred Landon	0	4,467	1936.0	Republican
Mississippi	Other (+)	0	342	1936.0	 - 
Missouri	Franklin Roosevelt	15	1,111,043	1936.0	Democratic
Missouri	Alfred Landon	0	697,891	1936.0	Republican
Missouri	Other (+)	0	19,701	1936.0	 - 
Montana	Franklin Roosevelt	4	159,690	1936.0	Democratic
Montana	Alfred Landon	0	63,598	1936.0	Republican
Montana	Other (+)	0	7,224	1936.0	 - 
Nebraska	Franklin Roosevelt	7	347,445	1936.0	Democratic
Nebraska	Alfred Landon	0	247,731	1936.0	Republican
Nebraska	Other (+)	0	12,847	1936.0	 - 
Nevada	Franklin Roosevelt	3	31,925	1936.0	Democratic
Nevada	Alfred Landon	0	11,923	1936.0	Republican
Nevada	Other (+)	0	0	1936.0	 - 
New Hampshire	Franklin Roosevelt	4	108,460	1936.0	Democratic
New Hampshire	Alfred Landon	0	104,642	1936.0	Republican
New Hampshire	Other (+)	0	5,012	1936.0	 - 
New Jersey	Franklin Roosevelt	16	1,083,850	1936.0	Democratic
New Jersey	Alfred Landon	0	720,322	1936.0	Republican
New Jersey	Other (+)	0	16,265	1936.0	 - 
New Mexico	Franklin Roosevelt	3	106,037	1936.0	Democratic
New Mexico	Alfred Landon	0	61,727	1936.0	Republican
New Mexico	Other (+)	0	1,372	1936.0	 - 
New York	Franklin Roosevelt	47	3,293,222	1936.0	Democratic
New York	Alfred Landon	0	2,180,670	1936.0	Republican
New York	Other (+)	0	122,506	1936.0	 - 
North Carolina	Franklin Roosevelt	13	616,141	1936.0	Democratic
North Carolina	Alfred Landon	0	223,283	1936.0	Republican
North Carolina	Other (+)	0	40	1936.0	 - 
North Dakota	Franklin Roosevelt	4	163,148	1936.0	Democratic
North Dakota	Alfred Landon	0	72,751	1936.0	Republican
North Dakota	Other (+)	0	37,817	1936.0	 - 
Ohio	Franklin Roosevelt	26	1,747,140	1936.0	Democratic
Ohio	Alfred Landon	0	1,127,855	1936.0	Republican
Ohio	Other (+)	0	137,594	1936.0	 - 
Oklahoma	Franklin Roosevelt	11	501,069	1936.0	Democratic
Oklahoma	Alfred Landon	0	245,122	1936.0	Republican
Oklahoma	Other (+)	0	3,549	1936.0	 - 
Oregon	Franklin Roosevelt	5	266,733	1936.0	Democratic
Oregon	Alfred Landon	0	122,706	1936.0	Republican
Oregon	Other (+)	0	24,582	1936.0	 - 
Pennsylvania	Franklin Roosevelt	36	2,353,987	1936.0	Democratic
Pennsylvania	Alfred Landon	0	1,690,200	1936.0	Republican
Pennsylvania	Other (+)	0	94,239	1936.0	 - 
Rhode Island	Franklin Roosevelt	4	165,238	1936.0	Democratic
Rhode Island	Alfred Landon	0	125,031	1936.0	Republican
Rhode Island	Other (+)	0	20,909	1936.0	 - 
South Carolina	Franklin Roosevelt	8	113,791	1936.0	Democratic
South Carolina	Alfred Landon	0	1,646	1936.0	Republican
South Carolina	Other (+)	0	0	1936.0	 - 
South Dakota	Franklin Roosevelt	4	160,137	1936.0	Democratic
South Dakota	Alfred Landon	0	125,977	1936.0	Republican
South Dakota	Other (+)	0	10,338	1936.0	 - 
Tennessee	Franklin Roosevelt	11	327,083	1936.0	Democratic
Tennessee	Alfred Landon	0	146,520	1936.0	Republican
Tennessee	Other (+)	0	1,935	1936.0	 - 
Texas	Franklin Roosevelt	23	739,952	1936.0	Democratic
Texas	Alfred Landon	0	104,661	1936.0	Republican
Texas	Other (+)	0	5,123	1936.0	 - 
Utah	Franklin Roosevelt	4	150,246	1936.0	Democratic
Utah	Alfred Landon	0	64,555	1936.0	Republican
Utah	Other (+)	0	1,876	1936.0	 - 
Vermont	Franklin Roosevelt	0	62,124	1936.0	Democratic
Vermont	Alfred Landon	3	81,023	1936.0	Republican
Vermont	Other (+)	0	542	1936.0	 - 
Virginia	Franklin Roosevelt	11	234,980	1936.0	Democratic
Virginia	Alfred Landon	0	98,336	1936.0	Republican
Virginia	Other (+)	0	1,274	1936.0	 - 
Washington	Franklin Roosevelt	8	459,579	1936.0	Democratic
Washington	Alfred Landon	0	206,892	1936.0	Republican
Washington	Other (+)	0	25,867	1936.0	 - 
West Virginia	Franklin Roosevelt	8	502,582	1936.0	Democratic
West Virginia	Alfred Landon	0	325,358	1936.0	Republican
West Virginia	Other (+)	0	2,005	1936.0	 - 
Wisconsin	Franklin Roosevelt	12	802,984	1936.0	Democratic
Wisconsin	Alfred Landon	0	380,828	1936.0	Republican
Wisconsin	Other (+)	0	74,748	1936.0	 - 
Alabama	Franklin Roosevelt	11	250,726	1940.0	Democratic
Alabama	Wendell Willkie	0	42,184	1940.0	Republican
Alabama	Other (+)	0	1,309	1940.0	 - 
Arizona	Franklin Roosevelt	3	95,267	1940.0	Democratic
Arizona	Wendell Willkie	0	54,030	1940.0	Republican
Arizona	Other (+)	0	742	1940.0	 - 
Arkansas	Franklin Roosevelt	9	158,622	1940.0	Democratic
Arkansas	Wendell Willkie	0	42,121	1940.0	Republican
Arkansas	Other (+)	0	0	1940.0	 - 
California	Franklin Roosevelt	22	1,877,618	1940.0	Democratic
California	Wendell Willkie	0	1,351,419	1940.0	Republican
California	Other (+)	0	39,754	1940.0	 - 
Colorado	Franklin Roosevelt	0	265,554	1940.0	Democratic
Colorado	Wendell Willkie	6	279,576	1940.0	Republican
Colorado	Other (+)	0	3,874	1940.0	 - 
Connecticut	Franklin Roosevelt	8	417,621	1940.0	Democratic
Connecticut	Wendell Willkie	0	361,819	1940.0	Republican
Connecticut	Other (+)	0	2,062	1940.0	 - 
Delaware	Franklin Roosevelt	3	74,599	1940.0	Democratic
Delaware	Wendell Willkie	0	61,440	1940.0	Republican
Delaware	Other (+)	0	335	1940.0	 - 
Florida	Franklin Roosevelt	7	359,334	1940.0	Democratic
Florida	Wendell Willkie	0	126,158	1940.0	Republican
Florida	Other (+)	0	0	1940.0	 - 
Georgia	Franklin Roosevelt	12	265,194	1940.0	Democratic
Georgia	Wendell Willkie	0	46,360	1940.0	Republican
Georgia	Other (+)	0	997	1940.0	 - 
Idaho	Franklin Roosevelt	4	127,842	1940.0	Democratic
Idaho	Wendell Willkie	0	106,553	1940.0	Republican
Idaho	Other (+)	0	773	1940.0	 - 
Illinois	Franklin Roosevelt	29	2,149,934	1940.0	Democratic
Illinois	Wendell Willkie	0	2,047,240	1940.0	Republican
Illinois	Other (+)	0	20,761	1940.0	 - 
Indiana	Franklin Roosevelt	0	874,063	1940.0	Democratic
Indiana	Wendell Willkie	14	899,466	1940.0	Republican
Indiana	Other (+)	0	9,218	1940.0	 - 
Iowa	Franklin Roosevelt	0	578,800	1940.0	Democratic
Iowa	Wendell Willkie	11	632,370	1940.0	Republican
Iowa	Other (+)	0	4,260	1940.0	 - 
Kansas	Franklin Roosevelt	0	364,725	1940.0	Democratic
Kansas	Wendell Willkie	9	489,169	1940.0	Republican
Kansas	Other (+)	0	6,403	1940.0	 - 
Kentucky	Franklin Roosevelt	11	557,322	1940.0	Democratic
Kentucky	Wendell Willkie	0	410,384	1940.0	Republican
Kentucky	Other (+)	0	2,457	1940.0	 - 
Louisiana	Franklin Roosevelt	10	319,751	1940.0	Democratic
Louisiana	Wendell Willkie	0	52,446	1940.0	Republican
Louisiana	Other (+)	0	108	1940.0	 - 
Maine	Franklin Roosevelt	0	156,478	1940.0	Democratic
Maine	Wendell Willkie	5	163,951	1940.0	Republican
Maine	Other (+)	0	411	1940.0	 - 
Maryland	Franklin Roosevelt	8	384,546	1940.0	Democratic
Maryland	Wendell Willkie	0	269,534	1940.0	Republican
Maryland	Other (+)	0	6,037	1940.0	 - 
Massachusetts	Franklin Roosevelt	17	1,076,522	1940.0	Democratic
Massachusetts	Wendell Willkie	0	939,700	1940.0	Republican
Massachusetts	Other (+)	0	10,771	1940.0	 - 
Michigan	Franklin Roosevelt	0	1,032,991	1940.0	Democratic
Michigan	Wendell Willkie	19	1,039,917	1940.0	Republican
Michigan	Other (+)	0	13,021	1940.0	 - 
Minnesota	Franklin Roosevelt	11	644,196	1940.0	Democratic
Minnesota	Wendell Willkie	0	596,274	1940.0	Republican
Minnesota	Other (+)	0	10,718	1940.0	 - 
Mississippi	Franklin Roosevelt	9	168,267	1940.0	Democratic
Mississippi	Wendell Willkie	0	7,364	1940.0	Republican
Mississippi	Other (+)	0	193	1940.0	 - 
Missouri	Franklin Roosevelt	15	958,476	1940.0	Democratic
Missouri	Wendell Willkie	0	871,009	1940.0	Republican
Missouri	Other (+)	0	4,244	1940.0	 - 
Montana	Franklin Roosevelt	4	145,698	1940.0	Democratic
Montana	Wendell Willkie	0	99,579	1940.0	Republican
Montana	Other (+)	0	2,596	1940.0	 - 
Nebraska	Franklin Roosevelt	0	263,677	1940.0	Democratic
Nebraska	Wendell Willkie	7	352,201	1940.0	Republican
Nebraska	Other (+)	0	0	1940.0	 - 
Nevada	Franklin Roosevelt	3	31,945	1940.0	Democratic
Nevada	Wendell Willkie	0	21,229	1940.0	Republican
Nevada	Other (+)	0	0	1940.0	 - 
New Hampshire	Franklin Roosevelt	4	125,292	1940.0	Democratic
New Hampshire	Wendell Willkie	0	110,127	1940.0	Republican
New Hampshire	Other (+)	0	0	1940.0	 - 
New Jersey	Franklin Roosevelt	16	1,016,808	1940.0	Democratic
New Jersey	Wendell Willkie	0	945,475	1940.0	Republican
New Jersey	Other (+)	0	10,269	1940.0	 - 
New Mexico	Franklin Roosevelt	3	103,699	1940.0	Democratic
New Mexico	Wendell Willkie	0	79,315	1940.0	Republican
New Mexico	Other (+)	0	244	1940.0	 - 
New York	Franklin Roosevelt	47	3,251,918	1940.0	Democratic
New York	Wendell Willkie	0	3,027,478	1940.0	Republican
New York	Other (+)	0	34,501	1940.0	 - 
North Carolina	Franklin Roosevelt	13	609,015	1940.0	Democratic
North Carolina	Wendell Willkie	0	213,633	1940.0	Republican
North Carolina	Other (+)	0	0	1940.0	 - 
North Dakota	Franklin Roosevelt	0	124,036	1940.0	Democratic
North Dakota	Wendell Willkie	4	154,590	1940.0	Republican
North Dakota	Other (+)	0	2,149	1940.0	 - 
Ohio	Franklin Roosevelt	26	1,733,139	1940.0	Democratic
Ohio	Wendell Willkie	0	1,586,773	1940.0	Republican
Ohio	Other (+)	0	0	1940.0	 - 
Oklahoma	Franklin Roosevelt	11	474,313	1940.0	Democratic
Oklahoma	Wendell Willkie	0	348,872	1940.0	Republican
Oklahoma	Other (+)	0	3,027	1940.0	 - 
Oregon	Franklin Roosevelt	5	258,415	1940.0	Democratic
Oregon	Wendell Willkie	0	219,555	1940.0	Republican
Oregon	Other (+)	0	3,270	1940.0	 - 
Pennsylvania	Franklin Roosevelt	36	2,171,035	1940.0	Democratic
Pennsylvania	Wendell Willkie	0	1,889,848	1940.0	Republican
Pennsylvania	Other (+)	0	17,831	1940.0	 - 
Rhode Island	Franklin Roosevelt	4	182,182	1940.0	Democratic
Rhode Island	Wendell Willkie	0	138,653	1940.0	Republican
Rhode Island	Other (+)	0	313	1940.0	 - 
South Carolina	Franklin Roosevelt	8	95,470	1940.0	Democratic
South Carolina	Wendell Willkie	0	4,360	1940.0	Republican
South Carolina	Other (+)	0	2	1940.0	 - 
South Dakota	Franklin Roosevelt	0	131,362	1940.0	Democratic
South Dakota	Wendell Willkie	4	177,065	1940.0	Republican
South Dakota	Other (+)	0	0	1940.0	 - 
Tennessee	Franklin Roosevelt	11	351,601	1940.0	Democratic
Tennessee	Wendell Willkie	0	169,153	1940.0	Republican
Tennessee	Other (+)	0	2,069	1940.0	 - 
Texas	Franklin Roosevelt	23	909,974	1940.0	Democratic
Texas	Wendell Willkie	0	212,692	1940.0	Republican
Texas	Other (+)	0	1,865	1940.0	 - 
Utah	Franklin Roosevelt	4	154,277	1940.0	Democratic
Utah	Wendell Willkie	0	93,151	1940.0	Republican
Utah	Other (+)	0	391	1940.0	 - 
Vermont	Franklin Roosevelt	0	64,269	1940.0	Democratic
Vermont	Wendell Willkie	3	78,371	1940.0	Republican
Vermont	Other (+)	0	422	1940.0	 - 
Virginia	Franklin Roosevelt	11	235,961	1940.0	Democratic
Virginia	Wendell Willkie	0	109,363	1940.0	Republican
Virginia	Other (+)	0	1,283	1940.0	 - 
Washington	Franklin Roosevelt	8	462,145	1940.0	Democratic
Washington	Wendell Willkie	0	322,123	1940.0	Republican
Washington	Other (+)	0	9,565	1940.0	 - 
West Virginia	Franklin Roosevelt	8	495,662	1940.0	Democratic
West Virginia	Wendell Willkie	0	372,414	1940.0	Republican
West Virginia	Other (+)	0	0	1940.0	 - 
Wisconsin	Franklin Roosevelt	12	704,821	1940.0	Democratic
Wisconsin	Wendell Willkie	0	679,206	1940.0	Republican
Wisconsin	Other (+)	0	21,495	1940.0	 - 
Alabama	Franklin Roosevelt	11	198,918	1944.0	Democratic
Alabama	Thomas Dewey	0	44,540	1944.0	Republican
Alabama	Other (+)	0	1,285	1944.0	 - 
Arizona	Franklin Roosevelt	4	80,926	1944.0	Democratic
Arizona	Thomas Dewey	0	56,287	1944.0	Republican
Arizona	Other (+)	0	421	1944.0	 - 
Arkansas	Franklin Roosevelt	9	148,965	1944.0	Democratic
Arkansas	Thomas Dewey	0	63,551	1944.0	Republican
Arkansas	Other (+)	0	438	1944.0	 - 
California	Franklin Roosevelt	25	1,988,564	1944.0	Democratic
California	Thomas Dewey	0	1,512,965	1944.0	Republican
California	Other (+)	0	19,346	1944.0	 - 
Colorado	Franklin Roosevelt	0	234,331	1944.0	Democratic
Colorado	Thomas Dewey	6	268,731	1944.0	Republican
Colorado	Other (+)	0	1,977	1944.0	 - 
Connecticut	Franklin Roosevelt	8	435,146	1944.0	Democratic
Connecticut	Thomas Dewey	0	390,527	1944.0	Republican
Connecticut	Other (+)	0	6,317	1944.0	 - 
Delaware	Franklin Roosevelt	3	68,166	1944.0	Democratic
Delaware	Thomas Dewey	0	56,747	1944.0	Republican
Delaware	Other (+)	0	448	1944.0	 - 
Florida	Franklin Roosevelt	8	339,377	1944.0	Democratic
Florida	Thomas Dewey	0	143,215	1944.0	Republican
Florida	Other (+)	0	0	1944.0	 - 
Georgia	Franklin Roosevelt	12	268,187	1944.0	Democratic
Georgia	Thomas Dewey	0	59,880	1944.0	Republican
Georgia	Other (+)	0	42	1944.0	 - 
Idaho	Franklin Roosevelt	4	107,399	1944.0	Democratic
Idaho	Thomas Dewey	0	100,137	1944.0	Republican
Idaho	Other (+)	0	785	1944.0	 - 
Illinois	Franklin Roosevelt	28	2,079,479	1944.0	Democratic
Illinois	Thomas Dewey	0	1,939,314	1944.0	Republican
Illinois	Other (+)	0	17,268	1944.0	 - 
Indiana	Franklin Roosevelt	0	781,403	1944.0	Democratic
Indiana	Thomas Dewey	13	875,891	1944.0	Republican
Indiana	Other (+)	0	14,797	1944.0	 - 
Iowa	Franklin Roosevelt	0	499,876	1944.0	Democratic
Iowa	Thomas Dewey	10	547,267	1944.0	Republican
Iowa	Other (+)	0	5,456	1944.0	 - 
Kansas	Franklin Roosevelt	0	287,458	1944.0	Democratic
Kansas	Thomas Dewey	8	442,096	1944.0	Republican
Kansas	Other (+)	0	4,222	1944.0	 - 
Kentucky	Franklin Roosevelt	11	472,589	1944.0	Democratic
Kentucky	Thomas Dewey	0	392,448	1944.0	Republican
Kentucky	Other (+)	0	2,884	1944.0	 - 
Louisiana	Franklin Roosevelt	10	281,564	1944.0	Democratic
Louisiana	Thomas Dewey	0	67,750	1944.0	Republican
Louisiana	Other (+)	0	69	1944.0	 - 
Maine	Franklin Roosevelt	0	140,631	1944.0	Democratic
Maine	Thomas Dewey	5	155,434	1944.0	Republican
Maine	Other (+)	0	335	1944.0	 - 
Maryland	Franklin Roosevelt	8	315,490	1944.0	Democratic
Maryland	Thomas Dewey	0	292,949	1944.0	Republican
Maryland	Other (+)	0	0	1944.0	 - 
Massachusetts	Franklin Roosevelt	16	1,035,296	1944.0	Democratic
Massachusetts	Thomas Dewey	0	921,350	1944.0	Republican
Massachusetts	Other (+)	0	4,019	1944.0	 - 
Michigan	Franklin Roosevelt	19	1,106,899	1944.0	Democratic
Michigan	Thomas Dewey	0	1,084,423	1944.0	Republican
Michigan	Other (+)	0	13,901	1944.0	 - 
Minnesota	Franklin Roosevelt	11	589,864	1944.0	Democratic
Minnesota	Thomas Dewey	0	527,416	1944.0	Republican
Minnesota	Other (+)	0	8,249	1944.0	 - 
Mississippi	Franklin Roosevelt	9	168,479	1944.0	Democratic
Mississippi	Thomas Dewey	0	11,601	1944.0	Republican
Mississippi	Other (+)	0	0	1944.0	 - 
Missouri	Franklin Roosevelt	15	807,804	1944.0	Democratic
Missouri	Thomas Dewey	0	761,524	1944.0	Republican
Missouri	Other (+)	0	3,146	1944.0	 - 
Montana	Franklin Roosevelt	4	112,556	1944.0	Democratic
Montana	Thomas Dewey	0	93,163	1944.0	Republican
Montana	Other (+)	0	1,636	1944.0	 - 
Nebraska	Franklin Roosevelt	0	233,246	1944.0	Democratic
Nebraska	Thomas Dewey	6	329,880	1944.0	Republican
Nebraska	Other (+)	0	0	1944.0	 - 
Nevada	Franklin Roosevelt	3	29,623	1944.0	Democratic
Nevada	Thomas Dewey	0	24,611	1944.0	Republican
Nevada	Other (+)	0	0	1944.0	 - 
New Hampshire	Franklin Roosevelt	4	119,663	1944.0	Democratic
New Hampshire	Thomas Dewey	0	109,916	1944.0	Republican
New Hampshire	Other (+)	0	48	1944.0	 - 
New Jersey	Franklin Roosevelt	16	987,874	1944.0	Democratic
New Jersey	Thomas Dewey	0	961,335	1944.0	Republican
New Jersey	Other (+)	0	14,552	1944.0	 - 
New Mexico	Franklin Roosevelt	4	81,389	1944.0	Democratic
New Mexico	Thomas Dewey	0	70,688	1944.0	Republican
New Mexico	Other (+)	0	148	1944.0	 - 
New York	Franklin Roosevelt	47	3,304,238	1944.0	Democratic
New York	Thomas Dewey	0	2,987,647	1944.0	Republican
New York	Other (+)	0	24,932	1944.0	 - 
North Carolina	Franklin Roosevelt	14	527,399	1944.0	Democratic
North Carolina	Thomas Dewey	0	263,155	1944.0	Republican
North Carolina	Other (+)	0	0	1944.0	 - 
North Dakota	Franklin Roosevelt	0	100,144	1944.0	Democratic
North Dakota	Thomas Dewey	4	118,535	1944.0	Republican
North Dakota	Other (+)	0	1,492	1944.0	 - 
Ohio	Franklin Roosevelt	0	1,570,763	1944.0	Democratic
Ohio	Thomas Dewey	25	1,582,293	1944.0	Republican
Ohio	Other (+)	0	0	1944.0	 - 
Oklahoma	Franklin Roosevelt	10	401,549	1944.0	Democratic
Oklahoma	Thomas Dewey	0	319,424	1944.0	Republican
Oklahoma	Other (+)	0	1,663	1944.0	 - 
Oregon	Franklin Roosevelt	6	248,635	1944.0	Democratic
Oregon	Thomas Dewey	0	225,365	1944.0	Republican
Oregon	Other (+)	0	6,147	1944.0	 - 
Pennsylvania	Franklin Roosevelt	35	1,940,479	1944.0	Democratic
Pennsylvania	Thomas Dewey	0	1,835,054	1944.0	Republican
Pennsylvania	Other (+)	0	19,260	1944.0	 - 
Rhode Island	Franklin Roosevelt	4	175,356	1944.0	Democratic
Rhode Island	Thomas Dewey	0	123,487	1944.0	Republican
Rhode Island	Other (+)	0	433	1944.0	 - 
South Carolina	Franklin Roosevelt	8	90,601	1944.0	Democratic
South Carolina	Thomas Dewey	0	4,610	1944.0	Republican
South Carolina	Other (+)	0	8,164	1944.0	 - 
South Dakota	Franklin Roosevelt	0	96,711	1944.0	Democratic
South Dakota	Thomas Dewey	4	135,365	1944.0	Republican
South Dakota	Other (+)	0	0	1944.0	 - 
Tennessee	Franklin Roosevelt	12	308,707	1944.0	Democratic
Tennessee	Thomas Dewey	0	200,311	1944.0	Republican
Tennessee	Other (+)	0	1,674	1944.0	 - 
Texas	Franklin Roosevelt	23	821,605	1944.0	Democratic
Texas	Thomas Dewey	0	191,425	1944.0	Republican
Texas	Other (+)	0	137,301	1944.0	 - 
Utah	Franklin Roosevelt	4	150,088	1944.0	Democratic
Utah	Thomas Dewey	0	97,891	1944.0	Republican
Utah	Other (+)	0	340	1944.0	 - 
Vermont	Franklin Roosevelt	0	53,820	1944.0	Democratic
Vermont	Thomas Dewey	3	71,527	1944.0	Republican
Vermont	Other (+)	0	14	1944.0	 - 
Virginia	Franklin Roosevelt	11	242,276	1944.0	Democratic
Virginia	Thomas Dewey	0	145,243	1944.0	Republican
Virginia	Other (+)	0	966	1944.0	 - 
Washington	Franklin Roosevelt	8	486,774	1944.0	Democratic
Washington	Thomas Dewey	0	361,689	1944.0	Republican
Washington	Other (+)	0	7,865	1944.0	 - 
West Virginia	Franklin Roosevelt	8	392,777	1944.0	Democratic
West Virginia	Thomas Dewey	0	322,819	1944.0	Republican
West Virginia	Other (+)	0	0	1944.0	 - 
Wisconsin	Franklin Roosevelt	0	650,413	1944.0	Democratic
Wisconsin	Thomas Dewey	12	674,532	1944.0	Republican
Wisconsin	Other (+)	0	14,207	1944.0	 - 
Alabama	Harry Truman	0	0	1948.0	Democratic
Alabama	Thomas Dewey	0	40,930	1948.0	Republican
Alabama	J. Strom Thurmond	11	171,443	1948.0	State's Rights
Alabama	Henry Wallace	0	1,522	1948.0	Progressive
Alabama	Other (+)	0	1,085	1948.0	 - 
Arizona	Harry Truman	4	95,251	1948.0	Democratic
Arizona	Thomas Dewey	0	77,597	1948.0	Republican
Arizona	J. Strom Thurmond	0	0	1948.0	State's Rights
Arizona	Henry Wallace	0	3,310	1948.0	Progressive
Arizona	Other (+)	0	907	1948.0	 - 
Arkansas	Harry Truman	9	149,659	1948.0	Democratic
Arkansas	Thomas Dewey	0	50,959	1948.0	Republican
Arkansas	J. Strom Thurmond	0	40,068	1948.0	State's Rights
Arkansas	Henry Wallace	0	751	1948.0	Progressive
Arkansas	Other (+)	0	1,038	1948.0	 - 
California	Harry Truman	25	1,913,134	1948.0	Democratic
California	Thomas Dewey	0	1,895,269	1948.0	Republican
California	J. Strom Thurmond	0	1,228	1948.0	State's Rights
California	Henry Wallace	0	190,381	1948.0	Progressive
California	Other (+)	0	21,526	1948.0	 - 
Colorado	Harry Truman	6	267,288	1948.0	Democratic
Colorado	Thomas Dewey	0	239,714	1948.0	Republican
Colorado	J. Strom Thurmond	0	0	1948.0	State's Rights
Colorado	Henry Wallace	0	6,115	1948.0	Progressive
Colorado	Other (+)	0	2,120	1948.0	 - 
Connecticut	Harry Truman	0	423,297	1948.0	Democratic
Connecticut	Thomas Dewey	8	437,754	1948.0	Republican
Connecticut	J. Strom Thurmond	0	0	1948.0	State's Rights
Connecticut	Henry Wallace	0	13,713	1948.0	Progressive
Connecticut	Other (+)	0	8,754	1948.0	 - 
Delaware	Harry Truman	0	67,813	1948.0	Democratic
Delaware	Thomas Dewey	3	69,588	1948.0	Republican
Delaware	J. Strom Thurmond	0	0	1948.0	State's Rights
Delaware	Henry Wallace	0	1,050	1948.0	Progressive
Delaware	Other (+)	0	622	1948.0	 - 
Florida	Harry Truman	8	281,988	1948.0	Democratic
Florida	Thomas Dewey	0	194,280	1948.0	Republican
Florida	J. Strom Thurmond	0	89,755	1948.0	State's Rights
Florida	Henry Wallace	0	11,620	1948.0	Progressive
Florida	Other (+)	0	0	1948.0	 - 
Georgia	Harry Truman	12	254,646	1948.0	Democratic
Georgia	Thomas Dewey	0	76,691	1948.0	Republican
Georgia	J. Strom Thurmond	0	85,055	1948.0	State's Rights
Georgia	Henry Wallace	0	1,636	1948.0	Progressive
Georgia	Other (+)	0	736	1948.0	 - 
Idaho	Harry Truman	4	107,370	1948.0	Democratic
Idaho	Thomas Dewey	0	101,514	1948.0	Republican
Idaho	J. Strom Thurmond	0	0	1948.0	State's Rights
Idaho	Henry Wallace	0	4,972	1948.0	Progressive
Idaho	Other (+)	0	960	1948.0	 - 
Illinois	Harry Truman	28	1,994,715	1948.0	Democratic
Illinois	Thomas Dewey	0	1,961,103	1948.0	Republican
Illinois	J. Strom Thurmond	0	0	1948.0	State's Rights
Illinois	Henry Wallace	0	0	1948.0	Progressive
Illinois	Other (+)	0	28,228	1948.0	 - 
Indiana	Harry Truman	0	807,833	1948.0	Democratic
Indiana	Thomas Dewey	13	821,079	1948.0	Republican
Indiana	J. Strom Thurmond	0	0	1948.0	State's Rights
Indiana	Henry Wallace	0	9,649	1948.0	Progressive
Indiana	Other (+)	0	17,653	1948.0	 - 
Iowa	Harry Truman	10	522,380	1948.0	Democratic
Iowa	Thomas Dewey	0	494,018	1948.0	Republican
Iowa	J. Strom Thurmond	0	0	1948.0	State's Rights
Iowa	Henry Wallace	0	12,125	1948.0	Progressive
Iowa	Other (+)	0	9,749	1948.0	 - 
Kansas	Harry Truman	0	351,902	1948.0	Democratic
Kansas	Thomas Dewey	8	423,039	1948.0	Republican
Kansas	J. Strom Thurmond	0	0	1948.0	State's Rights
Kansas	Henry Wallace	0	4,603	1948.0	Progressive
Kansas	Other (+)	0	9,275	1948.0	 - 
Kentucky	Harry Truman	11	466,756	1948.0	Democratic
Kentucky	Thomas Dewey	0	341,210	1948.0	Republican
